o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority
526,286,P,73035.34,1997-04-07,4-NOT SPECIFIED
527,610,O,19550.6,1995-03-20,5-LOW
528,538,P,71147.52,1998-08-24,3-MEDIUM
529,940,O,24689.74,1997-02-01,2-HIGH
530,624,F,93474.96,1994-08-25,4-NOT SPECIFIED
531,581,O,92643.98,1998-10-04,5-LOW
532,480,O,69764.18,1995-02-26,4-NOT SPECIFIED
533,718,O,60767.63,1994-02-14,3-MEDIUM
534,111,F,17385.96,1997-02-10,2-HIGH
535,334,P,90460.41,1994-10-23,2-HIGH
536,23,P,11044.85,1993-06-12,1-URGENT
537,761,F,10333.94,1998-01-11,2-HIGH
538,908,F,94050.68,1995-08-13,5-LOW
539,900,F,18441.81,1998-03-21,4-NOT SPECIFIED
540,165,O,23864.37,1994-11-11,4-NOT SPECIFIED
541,525,P,51440.4,1992-05-23,1-URGENT
542,173,O,83687.87,1996-07-17,3-MEDIUM
543,812,F,25128.11,1995-12-02,5-LOW
544,592,P,78833.52,1997-07-10,3-MEDIUM
545,93,O,90268.56,1997-01-15,3-MEDIUM
546,832,O,41463.9,1998-05-27,3-MEDIUM
547,793,O,39712.67,1996-05-21,4-NOT SPECIFIED
548,681,F,73210.76,1993-03-01,3-MEDIUM
549,888,F,15571.12,1993-01-08,2-HIGH
550,714,F,47205.58,1998-09-14,1-URGENT
551,184,P,35292.82,1998-07-18,1-URGENT
552,923,F,79337.27,1994-03-28,2-HIGH
553,29,P,4453.15,1994-03-09,5-LOW
554,906,P,35012.06,1996-11-15,1-URGENT
555,688,P,19144.47,1997-06-15,2-HIGH
556,909,P,38908.88,1998-05-24,3-MEDIUM
557,384,P,12133.35,1996-11-14,2-HIGH
558,784,P,64572.11,1996-12-28,5-LOW
559,459,P,21449.8,1994-12-05,2-HIGH
560,550,P,22816.65,1992-04-09,4-NOT SPECIFIED
561,968,P,15501.47,1998-05-14,3-MEDIUM
562,956,F,91271.53,1994-04-03,4-NOT SPECIFIED
563,698,O,14516.11,1998-03-03,1-URGENT
564,1000,P,61903.53,1995-08-27,4-NOT SPECIFIED
565,847,O,64645.27,1994-05-23,4-NOT SPECIFIED
566,887,P,8629.91,1997-05-15,1-URGENT
567,892,F,33045.16,1996-07-05,4-NOT SPECIFIED
568,131,F,98768.81,1996-02-23,4-NOT SPECIFIED
569,79,O,24375.83,1996-06-28,3-MEDIUM
570,227,F,88098.79,1995-11-07,5-LOW
571,471,F,45516.75,1994-07-22,4-NOT SPECIFIED
572,330,F,49361.31,1993-12-16,5-LOW
573,231,F,53436.19,1997-01-16,5-LOW
574,800,F,73885.35,1994-09-17,5-LOW
575,672,O,56163.55,1996-12-16,3-MEDIUM
576,263,O,89682.35,1997-10-24,3-MEDIUM
577,651,O,63998.51,1997-04-12,5-LOW
578,240,F,56318.43,1994-05-14,4-NOT SPECIFIED
579,998,O,12197.89,1994-07-20,5-LOW
580,150,F,93687.11,1992-11-16,2-HIGH
581,95,O,44468.5,1995-09-20,3-MEDIUM
582,410,O,14806.73,1998-07-11,2-HIGH
583,129,O,29333.65,1997-10-20,2-HIGH
584,310,F,99472.44,1998-10-18,4-NOT SPECIFIED
585,423,F,67310.19,1996-02-17,3-MEDIUM
586,75,O,26602.56,1993-09-04,1-URGENT
587,924,P,4828.9,1992-06-10,1-URGENT
588,156,F,37329.08,1994-01-28,1-URGENT
589,649,P,47099.67,1997-02-08,5-LOW
590,216,F,85075.99,1998-07-13,4-NOT SPECIFIED
591,622,F,93987.51,1998-04-26,5-LOW
592,689,P,62469.01,1997-06-19,5-LOW
593,220,P,18202.42,1992-10-26,1-URGENT
594,948,F,21031.52,1997-09-14,3-MEDIUM
595,15,O,20819.78,1998-11-10,3-MEDIUM
596,195,P,63152.27,1997-12-02,2-HIGH
597,438,O,68176.93,1996-06-19,3-MEDIUM
598,715,O,14766.73,1992-10-16,3-MEDIUM
599,819,P,91126.72,1992-09-10,4-NOT SPECIFIED
600,986,O,68402.06,1995-02-05,3-MEDIUM
601,541,O,76542.56,1998-08-20,5-LOW
602,235,P,52585.23,1995-02-07,2-HIGH
603,651,O,52022.73,1997-10-18,3-MEDIUM
604,550,P,21584.95,1992-02-12,4-NOT SPECIFIED
605,841,F,33923.55,1994-01-14,2-HIGH
606,249,F,93225.17,1994-08-04,4-NOT SPECIFIED
607,140,O,54429.78,1993-04-08,2-HIGH
608,217,P,72754.4,1995-10-07,1-URGENT
609,36,O,29620.45,1992-05-03,3-MEDIUM
610,966,P,64630.17,1993-05-16,3-MEDIUM
611,238,F,60242.48,1995-09-28,5-LOW
612,299,P,97427.35,1994-12-10,2-HIGH
613,399,O,87365.85,1994-07-13,2-HIGH
614,547,O,86973.82,1998-09-08,1-URGENT
615,95,O,63332.58,1997-05-27,1-URGENT
616,570,P,22593.45,1997-01-06,4-NOT SPECIFIED
617,64,P,18186.26,1994-03-11,4-NOT SPECIFIED
618,120,O,73875.05,1998-04-04,2-HIGH
619,852,O,38772.68,1992-11-24,1-URGENT
620,295,O,53224.42,1993-07-14,1-URGENT
621,139,P,13640.24,1994-04-02,1-URGENT
622,515,P,62413.14,1997-02-18,3-MEDIUM
623,81,O,23781.34,1998-07-11,3-MEDIUM
624,957,F,94002.58,1993-09-22,5-LOW
625,501,P,90023.29,1995-11-18,5-LOW
626,796,F,78531.82,1994-11-17,1-URGENT
627,668,P,99239.07,1994-07-07,4-NOT SPECIFIED
628,200,O,24697.64,1994-09-17,4-NOT SPECIFIED
629,498,P,1903.16,1993-12-22,1-URGENT
630,86,P,59986.46,1993-04-28,3-MEDIUM
631,471,P,73280.74,1993-03-12,2-HIGH
632,952,O,42031.99,1997-10-23,3-MEDIUM
633,518,P,30810.99,1994-01-03,1-URGENT
634,708,F,50426.1,1997-12-20,3-MEDIUM
635,233,P,89371.43,1995-05-26,3-MEDIUM
636,839,P,68582.7,1997-03-06,3-MEDIUM
637,536,O,77521.36,1993-05-25,4-NOT SPECIFIED
638,238,P,95269.68,1995-07-09,5-LOW
639,940,F,10274.26,1992-11-18,3-MEDIUM
640,739,F,89016.04,1998-10-16,2-HIGH
641,513,P,73097.54,1995-05-08,5-LOW
642,910,F,34568.26,1993-01-06,1-URGENT
643,110,P,47855.01,1994-11-19,3-MEDIUM
644,821,F,93715.92,1992-12-13,1-URGENT
645,839,P,90244.53,1994-03-15,5-LOW
646,115,F,42958.93,1994-12-10,2-HIGH
647,960,F,36511.78,1995-02-25,2-HIGH
648,807,P,74367.15,1992-08-09,3-MEDIUM
649,912,O,80527.74,1994-12-04,5-LOW
650,904,P,87426.91,1997-11-04,1-URGENT
651,131,P,65199.6,1995-06-01,4-NOT SPECIFIED
652,783,O,5959.51,1994-07-03,4-NOT SPECIFIED
653,278,O,73104.61,1997-03-24,4-NOT SPECIFIED
654,290,P,34366.16,1995-02-25,3-MEDIUM
655,156,F,5930.55,1994-01-18,5-LOW
656,769,O,30833.85,1993-08-16,4-NOT SPECIFIED
657,904,O,92867.1,1995-08-08,2-HIGH
658,84,P,19616.58,1998-09-13,5-LOW
659,148,P,32404.77,1994-12-20,4-NOT SPECIFIED
660,367,O,80645.36,1992-02-07,2-HIGH
661,608,F,63404.46,1995-03-20,3-MEDIUM
662,662,P,83614.77,1993-03-05,5-LOW
663,436,P,46744.21,1993-01-20,3-MEDIUM
664,63,O,69994.39,1995-01-20,5-LOW
665,788,O,41793.27,1998-08-23,4-NOT SPECIFIED
666,69,O,89432.82,1998-01-25,4-NOT SPECIFIED
667,220,F,55218.38,1998-06-27,3-MEDIUM
668,41,F,90543.77,1996-03-01,4-NOT SPECIFIED
669,351,O,59484.89,1998-02-17,3-MEDIUM
670,361,P,98690.52,1992-04-25,3-MEDIUM
671,8,F,92534.47,1993-02-16,3-MEDIUM
672,735,P,2722.28,1998-04-05,1-URGENT
673,459,O,33217.91,1994-03-18,5-LOW
674,431,F,29137.51,1992-11-18,2-HIGH
675,241,P,85315.01,1993-05-28,4-NOT SPECIFIED
676,681,F,7889.11,1994-05-03,3-MEDIUM
677,97,P,48660.53,1994-03-25,1-URGENT
678,607,F,70952.02,1995-03-12,1-URGENT
679,211,P,12404.25,1992-07-25,2-HIGH
680,659,P,53243.34,1994-12-17,1-URGENT
681,832,P,8848.39,1997-04-02,4-NOT SPECIFIED
682,822,F,8081.32,1994-10-16,2-HIGH
683,383,P,88743.1,1998-02-19,1-URGENT
684,680,O,83271.37,1998-08-09,4-NOT SPECIFIED
685,112,O,71259.49,1993-10-15,5-LOW
686,63,O,88472.35,1993-05-26,4-NOT SPECIFIED
687,414,O,41835.82,1996-11-28,3-MEDIUM
688,604,F,42662.3,1996-10-09,5-LOW
689,737,F,7022.65,1998-06-01,2-HIGH
690,140,O,71202.61,1997-03-02,1-URGENT
691,884,P,48272.98,1997-10-17,1-URGENT
692,331,F,8412.52,1993-01-27,4-NOT SPECIFIED
693,633,F,57637.64,1995-07-12,4-NOT SPECIFIED
694,784,P,51887.25,1994-02-04,4-NOT SPECIFIED
695,520,P,43643.11,1997-08-21,2-HIGH
696,851,O,47209.9,1998-09-21,3-MEDIUM
697,345,O,8696.13,1995-08-13,4-NOT SPECIFIED
698,76,F,47139.08,1994-10-08,1-URGENT
699,910,F,90023.71,1996-01-22,2-HIGH
700,238,P,38525.37,1995-11-07,1-URGENT
701,238,P,63737.36,1992-05-12,5-LOW
702,763,P,48309.91,1995-06-28,3-MEDIUM
703,779,F,55045.38,1997-09-07,3-MEDIUM
704,597,O,1542.39,1997-05-24,1-URGENT
705,733,P,75651.24,1993-02-18,5-LOW
706,800,F,11728.37,1992-04-08,1-URGENT
707,916,F,55393.96,1993-02-27,5-LOW
708,622,O,72602.15,1997-11-16,1-URGENT
709,477,P,12912.01,1996-06-24,2-HIGH
710,41,O,42570.78,1996-02-24,5-LOW
711,797,O,36761.55,1994-06-26,5-LOW
712,961,F,2819.4,1998-06-04,3-MEDIUM
713,36,O,76084.52,1995-11-02,3-MEDIUM
714,699,O,54237.85,1993-02-28,2-HIGH
715,834,F,36210.82,1994-06-06,5-LOW
716,468,F,64235.11,1993-04-06,1-URGENT
717,705,P,14646.02,1997-05-04,2-HIGH
718,561,O,1223.45,1995-03-02,2-HIGH
719,924,O,66368.71,1998-01-16,3-MEDIUM
720,359,P,70302.4,1995-10-14,2-HIGH
721,787,O,46676.85,1993-04-26,5-LOW
722,753,P,11628.13,1997-03-27,5-LOW
723,130,F,60606.35,1992-12-05,5-LOW
724,680,P,38427.61,1992-11-02,5-LOW
725,702,F,29776.86,1993-05-13,3-MEDIUM
726,348,O,90633.59,1998-05-04,3-MEDIUM
727,783,F,33363.53,1996-10-19,1-URGENT
728,399,F,31224.24,1993-12-20,5-LOW
729,772,F,61800.37,1997-08-24,2-HIGH
730,53,P,91207.08,1998-08-26,2-HIGH
731,657,O,44871.56,1994-04-11,2-HIGH
732,140,P,25059.38,1998-03-02,4-NOT SPECIFIED
733,983,P,19964.62,1998-03-25,5-LOW
734,524,O,77646.84,1997-02-02,5-LOW
735,87,P,5521.68,1996-04-16,5-LOW
736,16,F,51863.13,1995-06-19,1-URGENT
737,641,P,53072.13,1993-03-01,2-HIGH
738,405,P,85960.62,1998-01-14,2-HIGH
739,466,F,64516.15,1994-05-21,4-NOT SPECIFIED
740,802,F,70555.58,1994-11-24,2-HIGH
741,588,F,11941.47,1993-02-07,1-URGENT
742,244,P,93515.35,1994-06-06,5-LOW
743,890,O,51679.77,1995-08-03,5-LOW
744,965,F,31226.69,1997-07-21,1-URGENT
745,471,F,92167.04,1992-02-17,5-LOW
746,843,P,43209.85,1996-01-17,2-HIGH
747,469,O,19534.58,1993-04-15,4-NOT SPECIFIED
748,592,O,50138.98,1997-01-21,2-HIGH
749,323,O,88569.4,1996-04-17,2-HIGH
750,690,F,90645.33,1992-02-16,4-NOT SPECIFIED
751,434,F,3054.57,1998-03-27,1-URGENT
752,527,F,80040.98,1994-03-24,3-MEDIUM
753,529,P,31589.18,1998-06-01,3-MEDIUM
754,239,O,90707.76,1997-06-26,1-URGENT
755,83,F,75813.8,1995-05-17,2-HIGH
756,94,O,83546.65,1994-08-11,3-MEDIUM
757,678,F,96012.32,1992-08-25,5-LOW
758,251,P,84230.96,1997-04-28,5-LOW
759,56,O,21221.03,1995-11-18,2-HIGH
760,31,O,73954.13,1994-11-13,4-NOT SPECIFIED
761,726,O,69774.36,1993-05-04,5-LOW
762,222,P,54575.31,1995-05-04,3-MEDIUM
763,777,F,78158.23,1993-12-11,3-MEDIUM
764,696,P,54040.16,1998-07-08,1-URGENT
765,350,P,26956.91,1997-08-06,5-LOW
766,527,P,11021.05,1996-03-26,1-URGENT
767,964,P,34751.7,1994-02-23,4-NOT SPECIFIED
768,614,O,84084.77,1992-08-19,1-URGENT
769,932,P,10509.11,1993-03-23,3-MEDIUM
770,616,F,16356.65,1995-12-26,1-URGENT
771,348,P,65903.14,1998-01-25,3-MEDIUM
772,253,F,79222.75,1992-11-09,1-URGENT
773,784,O,6249.05,1992-07-01,5-LOW
774,515,P,69037.71,1994-09-13,1-URGENT
775,752,P,57943.73,1998-08-22,4-NOT SPECIFIED
776,107,F,81306.3,1992-08-21,1-URGENT
777,826,O,61594.74,1994-12-03,2-HIGH
778,959,O,78500.19,1995-10-18,2-HIGH
779,265,F,94940.86,1995-07-21,3-MEDIUM
780,849,O,35633.03,1994-02-06,4-NOT SPECIFIED
781,90,O,84256.5,1998-04-23,1-URGENT
782,53,O,28913.65,1993-04-15,5-LOW
783,903,P,99103.08,1992-07-02,1-URGENT
784,872,P,26196.49,1992-07-12,4-NOT SPECIFIED
785,487,P,79582.42,1993-07-04,4-NOT SPECIFIED
786,389,O,35797.44,1995-08-10,1-URGENT
787,294,P,63923.87,1995-10-06,1-URGENT
788,277,O,60011.34,1993-02-02,2-HIGH
789,206,O,70365.81,1992-02-06,5-LOW
790,837,F,96051.18,1998-11-26,5-LOW
791,61,P,89782.18,1997-11-11,5-LOW
792,925,F,29383.0,1992-09-17,5-LOW
793,499,F,91690.93,1998-02-28,5-LOW
794,603,O,7280.05,1997-06-08,4-NOT SPECIFIED
795,400,P,55531.15,1993-12-08,1-URGENT
796,876,O,18453.87,1998-08-05,5-LOW
797,404,O,46338.07,1993-02-20,3-MEDIUM
798,904,F,93675.65,1997-02-23,2-HIGH
799,560,F,16666.24,1998-08-06,4-NOT SPECIFIED
800,257,O,23873.01,1998-07-01,3-MEDIUM
801,237,P,5735.3,1995-11-10,2-HIGH
802,152,F,47437.76,1992-10-06,1-URGENT
803,729,O,13601.9,1993-03-17,2-HIGH
804,996,P,18339.77,1998-08-18,5-LOW
805,947,P,45134.98,1997-10-15,1-URGENT
806,834,F,49962.31,1996-05-06,2-HIGH
807,807,F,27854.78,1997-04-14,1-URGENT
808,212,O,33419.69,1993-01-27,5-LOW
809,446,P,75734.7,1994-06-25,3-MEDIUM
810,854,F,40375.01,1993-08-27,2-HIGH
811,805,P,42061.06,1992-09-02,1-URGENT
812,517,P,77090.33,1998-08-26,1-URGENT
813,301,O,61243.52,1998-05-14,5-LOW
814,690,P,55523.45,1994-01-25,4-NOT SPECIFIED
815,596,O,6761.18,1995-03-21,1-URGENT
816,39,F,88590.2,1993-04-06,2-HIGH
817,433,F,41745.42,1995-06-10,4-NOT SPECIFIED
818,464,P,34905.32,1998-05-26,2-HIGH
819,39,O,74971.35,1996-11-19,1-URGENT
820,622,P,54227.15,1995-04-28,5-LOW
821,527,O,45523.11,1992-11-18,3-MEDIUM
822,396,F,78504.05,1998-01-17,4-NOT SPECIFIED
823,290,F,76094.59,1998-09-07,3-MEDIUM
824,856,P,24288.63,1992-11-20,5-LOW
825,915,P,59452.21,1997-06-03,1-URGENT
826,383,F,57998.78,1993-05-02,5-LOW
827,627,F,1021.06,1992-02-10,2-HIGH
828,501,O,6307.53,1992-02-06,2-HIGH
829,961,P,73044.74,1995-04-28,1-URGENT
830,283,F,20552.51,1998-05-23,3-MEDIUM
831,13,O,69795.98,1997-07-25,4-NOT SPECIFIED
832,557,F,58034.04,1992-01-23,1-URGENT
833,729,P,49411.83,1998-02-01,1-URGENT
834,660,P,50402.21,1992-08-10,5-LOW
835,438,O,38229.28,1995-03-03,2-HIGH
836,751,P,15875.88,1993-07-05,5-LOW
837,207,O,60469.1,1992-04-14,3-MEDIUM
838,561,P,39797.65,1996-06-05,1-URGENT
839,795,P,79933.91,1993-09-22,2-HIGH
840,107,O,95640.31,1993-03-04,1-URGENT
841,69,O,4141.38,1995-03-13,1-URGENT
842,364,F,74006.23,1998-01-02,1-URGENT
843,278,F,69481.0,1997-12-09,5-LOW
844,678,P,24158.47,1993-02-09,2-HIGH
845,117,O,48203.6,1992-07-09,2-HIGH
846,709,O,96088.47,1995-11-10,5-LOW
847,284,O,47850.88,1994-01-14,5-LOW
848,807,P,71499.51,1992-02-13,5-LOW
849,908,P,80385.28,1992-09-13,4-NOT SPECIFIED
850,717,P,82080.2,1992-07-07,2-HIGH
851,28,F,69403.96,1992-08-28,5-LOW
852,753,O,23504.94,1994-12-12,2-HIGH
853,821,F,55141.05,1995-01-13,1-URGENT
854,556,O,86216.9,1993-11-08,3-MEDIUM
855,211,P,52752.02,1997-07-03,4-NOT SPECIFIED
856,330,O,92154.27,1998-07-20,4-NOT SPECIFIED
857,69,P,82327.24,1993-12-06,3-MEDIUM
858,965,O,31034.03,1996-10-11,3-MEDIUM
859,230,P,57779.41,1992-10-24,4-NOT SPECIFIED
860,910,P,96873.49,1992-12-01,5-LOW
861,820,F,28614.56,1995-12-07,5-LOW
862,539,P,92856.4,1998-02-02,1-URGENT
863,658,P,20350.61,1998-05-08,5-LOW
864,559,F,12875.64,1997-05-14,4-NOT SPECIFIED
865,372,F,99857.35,1992-01-18,3-MEDIUM
866,620,P,93339.8,1998-09-08,5-LOW
867,951,P,93309.26,1994-03-22,1-URGENT
868,241,P,91346.06,1997-07-13,5-LOW
869,727,O,20997.18,1993-07-07,4-NOT SPECIFIED
870,655,P,98470.04,1996-04-05,1-URGENT
871,564,O,99150.6,1993-06-18,2-HIGH
872,654,P,63425.68,1994-07-19,3-MEDIUM
873,669,O,21650.37,1992-01-04,5-LOW
874,860,P,55753.09,1992-06-02,1-URGENT
875,474,F,12883.42,1995-03-07,1-URGENT
876,383,O,67846.22,1995-03-07,2-HIGH
877,586,F,10205.45,1998-06-28,3-MEDIUM
878,188,P,70126.54,1995-05-08,5-LOW
879,505,P,26383.7,1997-05-16,4-NOT SPECIFIED
880,395,O,13917.19,1998-04-05,5-LOW
881,515,P,95371.47,1994-10-07,5-LOW
882,134,P,5268.58,1998-09-17,5-LOW
883,131,O,7036.31,1995-12-16,3-MEDIUM
884,83,O,65539.91,1992-11-25,4-NOT SPECIFIED
885,317,P,48746.93,1996-10-18,1-URGENT
886,972,F,34054.25,1993-11-01,1-URGENT
887,530,P,78192.36,1998-02-17,2-HIGH
888,128,O,9615.36,1997-02-21,3-MEDIUM
889,875,P,76978.34,1998-01-20,4-NOT SPECIFIED
890,283,F,73013.56,1998-03-09,1-URGENT
891,813,F,62949.97,1994-03-09,4-NOT SPECIFIED
892,221,O,62017.66,1998-12-04,3-MEDIUM
893,184,P,98566.08,1992-07-14,4-NOT SPECIFIED
894,603,O,23423.52,1996-03-11,5-LOW
895,470,P,88364.9,1997-06-21,5-LOW
896,702,F,8755.98,1994-03-24,1-URGENT
897,77,P,70145.07,1994-06-28,3-MEDIUM
898,524,O,98265.53,1997-12-01,4-NOT SPECIFIED
899,262,F,87102.8,1994-09-19,1-URGENT
900,190,F,58073.47,1996-09-11,2-HIGH
901,545,P,5745.25,1998-02-09,2-HIGH
902,176,O,14534.48,1992-10-23,5-LOW
903,946,P,54397.61,1994-08-06,4-NOT SPECIFIED
904,150,P,71782.66,1995-06-10,2-HIGH
905,970,F,1171.22,1995-07-02,1-URGENT
906,607,P,86949.7,1995-11-12,2-HIGH
907,272,O,83840.66,1994-06-05,5-LOW
908,888,P,63615.85,1995-03-06,4-NOT SPECIFIED
909,719,O,64374.46,1998-11-11,2-HIGH
910,917,O,77403.46,1994-12-24,5-LOW
911,727,F,29532.56,1996-07-06,5-LOW
912,663,P,81327.18,1998-11-02,3-MEDIUM
913,832,O,92647.75,1995-08-14,1-URGENT
914,65,O,56635.76,1997-12-11,1-URGENT
915,48,P,43196.04,1993-11-03,2-HIGH
916,373,P,6727.38,1995-09-25,2-HIGH
917,536,F,74265.24,1993-12-06,5-LOW
918,773,O,32845.29,1997-11-18,2-HIGH
919,952,P,44892.12,1994-07-14,1-URGENT
920,587,P,17079.05,1998-08-19,5-LOW
921,485,F,95353.48,1996-03-15,1-URGENT
922,680,F,10194.65,1995-08-19,1-URGENT
923,316,P,25654.47,1993-08-08,1-URGENT
924,738,O,72298.32,1993-07-25,4-NOT SPECIFIED
925,107,F,9759.77,1995-09-09,4-NOT SPECIFIED
926,878,P,18492.91,1995-12-08,2-HIGH
927,846,F,54939.0,1997-09-05,4-NOT SPECIFIED
928,348,F,8312.96,1993-02-16,3-MEDIUM
929,708,P,78857.69,1997-02-21,2-HIGH
930,906,O,47362.45,1994-03-05,2-HIGH
931,448,O,5552.35,1998-01-15,3-MEDIUM
932,362,F,2039.28,1994-06-24,1-URGENT
933,456,P,99392.48,1995-03-27,1-URGENT
934,565,F,29490.4,1995-08-13,4-NOT SPECIFIED
935,206,F,9637.34,1995-05-26,3-MEDIUM
936,184,F,11824.16,1994-06-03,2-HIGH
937,252,P,76713.83,1997-12-01,1-URGENT
938,358,P,94862.79,1997-03-20,5-LOW
939,233,F,88976.9,1996-10-16,3-MEDIUM
940,56,F,92202.96,1998-02-15,3-MEDIUM
941,779,O,95133.95,1996-07-21,4-NOT SPECIFIED
942,108,P,88544.43,1997-05-02,3-MEDIUM
943,885,F,70066.22,1994-10-26,1-URGENT
944,109,F,26065.17,1998-01-28,4-NOT SPECIFIED
945,918,O,73561.44,1993-04-12,4-NOT SPECIFIED
946,699,P,48718.61,1997-04-26,1-URGENT
947,354,O,87442.35,1997-04-21,3-MEDIUM
948,477,O,64650.15,1993-09-02,1-URGENT
949,787,O,66017.43,1993-04-03,3-MEDIUM
950,282,O,92680.24,1992-10-07,4-NOT SPECIFIED
951,117,F,76272.87,1995-08-21,5-LOW
952,124,P,3629.34,1997-06-03,3-MEDIUM
953,935,O,69921.99,1998-02-01,3-MEDIUM
954,117,O,38614.67,1997-08-16,4-NOT SPECIFIED
955,689,F,50854.64,1993-11-01,2-HIGH
956,165,P,72360.87,1998-08-03,3-MEDIUM
957,403,F,36531.75,1993-01-08,1-URGENT
958,745,F,24783.69,1996-02-06,4-NOT SPECIFIED
959,264,P,37346.6,1997-02-08,5-LOW
960,975,P,39466.8,1997-01-05,3-MEDIUM
961,498,O,18763.09,1993-09-01,3-MEDIUM
962,951,F,40685.87,1992-03-10,4-NOT SPECIFIED
963,158,O,58773.81,1993-12-13,3-MEDIUM
964,945,O,75165.49,1992-12-19,4-NOT SPECIFIED
965,478,O,46784.45,1995-10-22,3-MEDIUM
966,307,F,26993.05,1994-10-15,1-URGENT
967,471,O,49766.12,1993-10-26,4-NOT SPECIFIED
968,81,F,64664.65,1998-11-23,1-URGENT
969,487,O,25273.45,1992-10-14,4-NOT SPECIFIED
970,820,O,49237.19,1998-11-01,4-NOT SPECIFIED
971,306,P,25555.72,1996-12-27,3-MEDIUM
972,43,P,53176.52,1992-10-15,3-MEDIUM
973,321,P,31578.68,1992-11-02,2-HIGH
974,847,P,96975.31,1998-05-02,2-HIGH
975,977,F,33140.29,1997-08-08,4-NOT SPECIFIED
976,156,P,96799.9,1995-02-14,4-NOT SPECIFIED
977,625,F,90643.6,1997-05-11,4-NOT SPECIFIED
978,978,O,72250.41,1993-02-02,4-NOT SPECIFIED
979,42,O,67064.5,1997-12-22,3-MEDIUM
980,55,F,39587.58,1995-01-26,1-URGENT
981,813,O,62405.77,1998-02-10,3-MEDIUM
982,413,P,83202.77,1998-08-08,5-LOW
983,852,F,86938.44,1995-06-01,4-NOT SPECIFIED
984,186,P,49217.79,1995-06-11,4-NOT SPECIFIED
985,255,P,52753.42,1994-03-23,4-NOT SPECIFIED
986,980,F,8149.13,1998-08-01,1-URGENT
987,273,F,35362.09,1997-01-01,5-LOW
988,221,F,52110.64,1998-03-09,5-LOW
989,640,F,54481.84,1996-10-25,4-NOT SPECIFIED
990,296,P,52497.39,1998-12-02,1-URGENT
991,711,F,61717.3,1996-01-05,5-LOW
992,923,F,70794.28,1993-07-07,5-LOW
993,796,O,91636.07,1995-06-27,2-HIGH
994,699,F,14139.86,1997-01-17,4-NOT SPECIFIED
995,935,P,91265.97,1992-09-02,3-MEDIUM
996,318,P,82126.9,1998-04-10,5-LOW
997,883,P,19804.86,1998-09-28,5-LOW
998,777,P,21890.82,1996-08-17,5-LOW
999,233,P,82370.57,1992-10-26,4-NOT SPECIFIED
1000,83,O,50587.81,1996-12-10,5-LOW
1001,245,O,18029.96,1996-12-17,1-URGENT
1002,687,F,89887.88,1996-06-20,3-MEDIUM
1003,459,P,28075.56,1993-12-20,3-MEDIUM
1004,551,F,2164.24,1998-09-20,1-URGENT
1005,615,P,49366.23,1998-05-28,5-LOW
1006,777,O,42997.89,1996-08-26,2-HIGH
1007,146,F,89080.29,1998-04-05,5-LOW
1008,338,P,67679.54,1997-05-28,2-HIGH
1009,673,F,89425.09,1997-01-07,3-MEDIUM
1010,198,P,49804.55,1994-09-10,1-URGENT
1011,802,F,4581.97,1995-09-03,5-LOW
1012,118,P,67894.13,1993-11-15,1-URGENT
1013,916,P,87367.85,1998-11-05,2-HIGH
1014,998,P,26734.97,1997-10-18,3-MEDIUM
1015,796,O,36280.7,1998-02-19,3-MEDIUM
1016,945,F,92649.83,1995-01-03,4-NOT SPECIFIED
1017,462,O,11991.76,1997-07-12,1-URGENT
1018,95,P,42034.1,1996-08-23,5-LOW
1019,676,O,59110.83,1993-02-17,2-HIGH
1020,823,F,74625.24,1995-04-06,2-HIGH
1021,162,O,23150.57,1994-10-24,3-MEDIUM
1022,742,O,21272.07,1998-08-17,1-URGENT
1023,195,P,92786.8,1993-02-01,5-LOW
1024,704,F,54483.67,1992-11-10,1-URGENT
1025,162,O,24921.08,1994-01-23,2-HIGH
1026,197,O,66000.1,1996-01-19,2-HIGH
1027,194,P,77297.47,1995-03-17,2-HIGH
1028,774,O,25248.75,1997-04-04,4-NOT SPECIFIED
1029,764,P,29503.75,1995-07-08,2-HIGH
1030,928,P,29480.2,1996-07-15,2-HIGH
1031,886,P,70769.92,1995-09-15,4-NOT SPECIFIED
1032,630,F,86256.09,1997-08-25,3-MEDIUM
1033,213,P,34697.11,1996-02-01,4-NOT SPECIFIED
1034,207,O,19192.2,1998-06-28,2-HIGH
1035,563,O,52106.82,1996-08-28,2-HIGH
1036,725,F,3771.49,1994-11-25,5-LOW
1037,39,O,8901.7,1993-09-02,1-URGENT
1038,818,P,36756.07,1994-01-13,1-URGENT
1039,554,P,32935.37,1993-06-24,1-URGENT
1040,809,O,56124.08,1998-02-04,4-NOT SPECIFIED
1041,471,O,99941.42,1997-12-11,3-MEDIUM
1042,403,P,37665.23,1997-08-28,3-MEDIUM
1043,523,P,28705.92,1996-01-19,4-NOT SPECIFIED
1044,944,F,22788.9,1992-04-28,5-LOW
1045,287,P,12188.88,1992-02-04,3-MEDIUM
1046,978,F,11460.05,1995-01-07,4-NOT SPECIFIED
1047,232,P,40000.39,1997-05-20,1-URGENT
1048,165,O,48837.92,1994-03-13,1-URGENT
1049,944,P,24178.41,1992-09-27,5-LOW
1050,111,P,57198.46,1995-07-10,1-URGENT
1051,36,P,66707.29,1994-08-25,4-NOT SPECIFIED
1052,78,F,69379.57,1996-01-04,3-MEDIUM
