l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
272,201,2,29,768.57,0.07,1997-06-23,R
273,323,1,40,844.1,0.02,1997-11-26,N
273,391,2,1,6245.3,0.08,1996-05-18,R
273,527,3,38,5698.03,0.01,1993-10-15,N
274,391,1,42,2906.12,0.05,1995-12-14,A
274,337,2,17,5790.32,0.01,1995-02-23,A
274,299,3,19,943.22,0.06,1992-01-19,N
275,637,1,22,3932.25,0.07,1998-04-12,R
275,282,2,40,858.23,0.0,1992-07-03,N
276,107,1,41,5025.71,0.0,1996-04-18,N
276,53,2,5,7844.4,0.08,1992-09-23,N
276,526,3,25,9574.0,0.04,1997-05-28,R
276,606,4,32,6419.76,0.0,1992-04-18,A
277,177,1,29,1252.06,0.02,1996-08-08,A
277,352,2,50,2500.04,0.09,1995-11-07,R
277,663,3,17,9362.48,0.06,1992-10-16,A
277,401,4,46,5055.74,0.1,1993-04-23,A
278,690,1,45,2581.34,0.09,1994-02-19,N
279,272,1,22,6816.86,0.04,1998-05-08,R
280,84,1,43,9328.23,0.02,1992-11-19,A
281,138,1,15,3275.4,0.07,1997-12-01,R
281,600,2,22,8354.99,0.02,1994-07-22,N
282,169,1,4,2277.04,0.0,1994-08-13,N
282,325,2,32,6754.62,0.03,1993-10-21,N
282,774,3,4,7194.41,0.1,1993-07-16,A
283,222,1,3,9853.52,0.04,1992-05-01,A
283,497,2,38,7048.48,0.01,1998-09-23,A
283,133,3,18,7722.83,0.08,1994-12-11,R
283,203,4,33,908.19,0.06,1994-04-15,R
284,483,1,6,8108.89,0.02,1994-09-11,R
284,63,2,7,3552.44,0.02,1997-10-19,R
284,165,3,13,727.9,0.0,1997-05-07,A
285,332,1,10,8933.36,0.06,1997-08-08,R
286,769,1,13,998.19,0.01,1994-09-17,A
287,180,1,28,5034.44,0.06,1992-06-22,R
288,195,1,42,4138.02,0.05,1996-07-04,R
288,56,2,41,7622.62,0.02,1994-01-09,N
288,583,3,30,3870.06,0.07,1995-07-27,N
288,565,4,41,7601.48,0.03,1992-02-27,A
289,709,1,13,3797.08,0.04,1998-07-19,R
290,146,1,2,6654.77,0.09,1994-02-20,N
290,158,2,10,348.82,0.09,1994-06-26,R
290,568,3,3,931.15,0.03,1996-05-01,R
290,231,4,5,6367.17,0.04,1994-08-13,A
291,296,1,7,679.83,0.01,1997-08-12,N
291,542,2,12,7175.17,0.09,1997-07-26,N
291,429,3,29,6969.6,0.02,1992-05-21,N
291,5,4,10,3340.85,0.03,1996-05-14,R
292,273,1,22,793.93,0.04,1995-05-16,R
292,432,2,41,609.69,0.03,1998-03-14,R
293,441,1,35,1682.98,0.07,1998-02-17,N
294,132,1,10,3718.0,0.1,1993-04-17,R
294,330,2,17,9590.4,0.05,1996-09-01,R
294,209,3,11,2818.33,0.06,1998-06-04,R
294,298,4,25,7108.72,0.0,1994-08-25,R
295,737,1,7,7798.81,0.03,1994-10-05,N
295,431,2,39,5151.66,0.04,1992-11-10,N
296,190,1,46,8062.9,0.0,1996-11-12,A
296,671,2,5,9306.38,0.02,1993-07-11,R
297,366,1,34,8924.99,0.1,1997-01-21,N
298,502,1,10,3465.01,0.06,1997-04-12,R
298,797,2,41,8448.17,0.08,1993-03-02,R
298,673,3,20,8675.64,0.0,1995-08-28,N
299,483,1,11,1732.47,0.01,1998-04-23,R
299,434,2,31,945.04,0.09,1996-03-15,R
300,137,1,6,167.49,0.03,1997-04-17,A
300,406,2,27,1438.52,0.06,1992-04-26,R
301,410,1,28,5951.66,0.1,1996-06-20,A
301,92,2,23,861.74,0.04,1998-07-06,A
302,35,1,37,2460.68,0.05,1998-05-18,A
302,379,2,6,5522.48,0.07,1992-09-05,N
303,709,1,41,9235.63,0.08,1996-11-27,R
304,733,1,31,179.88,0.03,1992-10-26,R
304,411,2,21,9590.44,0.04,1998-03-28,R
305,304,1,6,5503.04,0.01,1992-03-24,A
306,389,1,49,3569.49,0.08,1995-10-07,A
306,547,2,20,2802.54,0.04,1992-12-14,N
306,65,3,7,5300.71,0.0,1997-06-26,A
306,760,4,36,3425.93,0.09,1993-06-19,N
307,163,1,27,6112.42,0.1,1993-07-08,N
307,464,2,22,6866.6,0.06,1993-10-13,N
308,154,1,49,4615.72,0.1,1997-12-23,R
308,565,2,25,799.61,0.01,1993-09-01,A
308,176,3,24,3808.27,0.09,1992-01-22,A
309,158,1,5,277.63,0.03,1994-09-09,R
309,532,2,43,1171.87,0.03,1993-12-07,R
310,617,1,47,6106.03,0.0,1993-07-14,R
310,249,2,7,1820.44,0.09,1997-10-05,N
311,140,1,16,2849.62,0.04,1996-11-02,N
312,236,1,42,2650.5,0.01,1993-05-11,R
313,596,1,6,8088.45,0.0,1994-04-11,N
314,6,1,40,5773.15,0.09,1992-01-02,R
315,755,1,27,7656.38,0.07,1996-02-09,A
316,252,1,9,9446.5,0.08,1994-10-24,N
317,50,1,11,3902.05,0.04,1997-07-02,N
317,10,2,34,6848.68,0.01,1995-04-12,R
317,669,3,5,5906.25,0.05,1993-04-07,A
318,555,1,3,3532.52,0.08,1997-12-21,R
318,101,2,9,8522.48,0.08,1997-07-20,N
319,411,1,45,9906.93,0.01,1994-08-28,R
319,178,2,11,4909.32,0.04,1996-11-13,N
319,547,3,4,175.46,0.09,1994-12-04,A
320,166,1,50,3164.92,0.07,1996-05-17,N
320,798,2,20,1557.14,0.07,1992-03-03,R
321,54,1,42,2900.49,0.1,1998-04-20,A
322,110,1,22,5755.66,0.02,1992-09-25,R
322,312,2,6,9790.52,0.07,1993-07-21,R
322,765,3,30,4905.71,0.01,1993-01-18,R
322,281,4,39,6526.98,0.01,1995-07-01,N
323,329,1,15,3289.24,0.09,1995-11-08,R
323,728,2,45,9847.0,0.03,1992-06-14,R
323,350,3,14,2330.87,0.08,1997-04-07,R
324,662,1,44,6064.71,0.02,1995-06-21,A
325,599,1,47,7212.12,0.07,1996-06-28,N
325,636,2,6,6751.45,0.06,1993-05-16,A
325,307,3,6,1194.23,0.02,1998-08-13,A
326,386,1,1,1415.84,0.02,1995-03-09,R
326,113,2,33,8141.26,0.0,1994-02-05,R
326,611,3,27,382.97,0.01,1993-06-24,N
327,791,1,14,2274.86,0.09,1995-03-17,R
327,142,2,22,494.54,0.09,1993-08-05,R
328,283,1,27,6845.12,0.02,1993-08-10,R
328,314,2,36,2448.59,0.07,1992-09-17,N
329,587,1,46,8062.58,0.08,1993-11-07,A
329,544,2,45,5266.25,0.1,1996-09-07,R
330,136,1,36,7368.53,0.04,1995-04-13,A
330,182,2,50,5176.8,0.06,1993-01-07,A
330,515,3,38,7874.32,0.02,1998-07-15,A
331,572,1,5,2872.51,0.08,1997-12-27,A
332,445,1,17,1696.16,0.1,1993-02-04,A
332,272,2,41,869.37,0.01,1998-06-11,R
333,294,1,46,3764.77,0.06,1996-12-15,N
334,488,1,45,7197.03,0.02,1993-08-26,A
335,228,1,3,3601.56,0.03,1997-07-27,R
335,113,2,26,1639.69,0.1,1995-02-27,N
335,679,3,48,9701.18,0.1,1998-06-25,R
336,445,1,9,6636.93,0.08,1997-10-26,R
336,711,2,34,9979.86,0.07,1997-03-17,R
337,71,1,26,3778.32,0.02,1995-06-01,A
337,618,2,37,4971.16,0.09,1994-02-18,R
338,568,1,43,9986.65,0.01,1995-06-14,A
338,558,2,9,3261.85,0.08,1993-08-06,A
338,769,3,6,6703.35,0.08,1996-10-06,N
339,185,1,1,1054.94,0.09,1997-06-19,A
339,761,2,37,4255.15,0.06,1992-03-20,N
340,264,1,23,9373.94,0.09,1998-03-16,R
340,485,2,36,8040.16,0.07,1995-02-09,R
341,128,1,12,5830.45,0.05,1993-07-18,R
341,123,2,1,8817.21,0.07,1996-05-13,A
342,130,1,31,2645.8,0.01,1996-12-19,R
343,236,1,2,4118.16,0.06,1995-03-18,A
344,186,1,50,4720.36,0.08,1996-05-14,N
344,110,2,45,2877.23,0.02,1997-11-28,N
345,472,1,28,546.17,0.1,1994-02-01,N
345,365,2,30,2270.97,0.04,1998-10-26,A
346,62,1,11,4292.84,0.09,1994-06-05,R
346,397,2,45,3277.08,0.1,1997-12-27,N
347,246,1,44,546.64,0.05,1996-12-18,N
347,265,2,6,3773.53,0.02,1996-09-04,A
348,267,1,4,4832.91,0.03,1998-04-07,R
349,546,1,32,6000.84,0.04,1995-04-03,A
349,480,2,27,2351.8,0.02,1992-08-09,A
350,370,1,43,5772.71,0.08,1994-12-17,A
350,335,2,28,433.98,0.1,1997-09-15,A
350,131,3,32,2484.58,0.05,1997-04-27,A
351,423,1,29,648.56,0.09,1993-07-25,R
351,398,2,33,5096.19,0.04,1998-04-28,N
351,429,3,11,3233.04,0.01,1995-08-01,A
352,413,1,49,5617.82,0.03,1996-05-26,N
352,736,2,18,2713.05,0.09,1998-05-21,R
352,591,3,31,4697.58,0.08,1992-04-15,A
353,331,1,44,5746.05,0.07,1998-05-08,A
353,562,2,20,4567.57,0.01,1997-10-23,A
354,501,1,39,2609.37,0.08,1993-01-02,N
354,334,2,15,3764.19,0.03,1994-02-18,N
355,685,1,23,505.98,0.01,1996-07-01,N
355,355,2,49,449.11,0.02,1994-10-24,R
355,613,3,5,6491.13,0.03,1993-08-16,A
356,187,1,47,3594.85,0.1,1997-10-20,N
356,611,2,5,9658.54,0.0,1993-06-08,R
356,397,3,38,2428.87,0.09,1996-03-10,R
356,183,4,3,1368.33,0.07,1995-12-19,A
357,201,1,20,8789.73,0.1,1995-05-06,A
358,674,1,9,633.84,0.06,1992-09-28,R
358,32,2,3,7406.18,0.05,1996-03-19,R
358,116,3,28,5458.91,0.04,1997-08-18,N
359,447,1,31,2587.83,0.06,1998-08-22,N
359,88,2,26,1016.97,0.01,1992-09-25,A
360,784,1,21,5989.81,0.06,1992-03-11,R
361,544,1,41,3275.69,0.04,1998-06-17,N
362,150,1,9,2884.94,0.09,1993-05-23,A
363,593,1,26,420.68,0.0,1994-02-18,R
363,419,2,3,7158.68,0.03,1997-09-28,A
364,748,1,17,6681.82,0.05,1995-09-16,R
365,476,1,36,9016.05,0.0,1994-10-16,R
366,427,1,20,7899.86,0.05,1995-01-28,R
366,765,2,15,5648.68,0.1,1998-05-10,R
366,55,3,20,9478.04,0.1,1994-08-10,N
366,707,4,48,9617.42,0.01,1994-11-26,A
366,633,5,33,1751.94,0.06,1992-07-03,R
367,314,1,49,8106.16,0.07,1994-04-05,R
367,250,2,23,6649.5,0.1,1996-07-19,R
368,283,1,34,8875.48,0.08,1994-09-18,N
368,709,2,6,4621.59,0.03,1995-10-21,R
369,646,1,39,3620.4,0.08,1998-02-12,R
370,32,1,7,1757.31,0.06,1993-10-03,A
370,169,2,6,4389.01,0.09,1994-12-18,R
370,512,3,47,8418.12,0.01,1993-05-11,N
371,173,1,17,8598.63,0.02,1998-05-23,R
371,24,2,42,4220.89,0.09,1992-07-01,R
371,598,3,26,8098.83,0.04,1992-08-24,A
371,31,4,42,531.85,0.04,1997-06-20,R
372,735,1,30,6466.91,0.06,1992-03-04,A
372,651,2,24,6785.94,0.06,1992-09-24,R
373,122,1,37,7018.46,0.02,1994-07-16,A
373,754,2,13,8620.72,0.09,1992-03-22,R
373,679,3,25,363.01,0.06,1994-11-24,A
374,462,1,22,9760.74,0.1,1994-06-24,R
374,340,2,38,261.6,0.1,1995-03-21,A
375,396,1,25,7869.57,0.04,1997-02-27,N
375,475,2,32,7934.16,0.08,1994-10-01,R
375,158,3,36,5358.05,0.08,1994-06-10,A
376,201,1,50,3949.35,0.1,1993-10-22,N
377,74,1,42,1693.67,0.0,1992-04-20,A
378,789,1,16,3788.5,0.03,1997-11-02,A
378,614,2,7,1610.64,0.03,1994-10-07,N
379,632,1,50,2691.34,0.01,1998-07-10,R
380,538,1,31,4911.69,0.03,1992-01-08,R
380,182,2,2,7487.87,0.01,1997-08-04,N
381,113,1,7,7001.59,0.01,1997-08-27,R
382,252,1,20,4895.06,0.02,1996-04-13,R
382,746,2,30,4114.71,0.1,1994-02-02,N
382,374,3,33,9789.34,0.06,1998-02-03,R
383,84,1,35,3814.92,0.04,1996-09-11,N
384,183,1,23,3819.5,0.01,1993-02-14,R
384,381,2,50,7409.19,0.1,1994-01-06,N
384,299,3,15,646.36,0.01,1998-05-05,N
385,166,1,8,2683.18,0.01,1994-10-26,A
386,108,1,13,454.25,0.05,1993-11-09,A
386,792,2,11,927.84,0.1,1996-06-14,A
387,562,1,17,8384.94,0.02,1997-06-09,N
388,87,1,8,1748.93,0.02,1992-05-17,R
388,616,2,9,4169.11,0.07,1998-04-27,A
389,635,1,20,8836.99,0.03,1995-06-14,R
389,403,2,50,8185.24,0.08,1994-06-18,N
390,749,1,43,3499.62,0.01,1993-03-09,N
390,649,2,38,9070.23,0.09,1994-10-10,R
390,451,3,5,1473.9,0.06,1994-05-28,R
390,176,4,1,4416.74,0.04,1993-03-08,R
391,590,1,11,6398.68,0.06,1998-03-25,A
392,654,1,14,5149.06,0.06,1998-02-01,N
392,703,2,9,2252.08,0.01,1992-01-27,R
393,689,1,21,4638.83,0.04,1998-03-27,A
394,786,1,31,3557.28,0.02,1994-11-02,N
395,15,1,30,189.65,0.0,1998-07-26,N
396,180,1,12,512.54,0.01,1993-09-26,N
396,795,2,28,6634.65,0.01,1998-07-27,A
397,463,1,25,8036.33,0.03,1997-08-16,R
397,140,2,17,7396.21,0.09,1995-04-16,A
397,124,3,30,656.63,0.04,1997-10-28,A
398,136,1,48,5200.49,0.02,1992-06-20,N
398,102,2,46,4775.35,0.05,1998-09-02,R
398,595,3,8,6494.21,0.1,1995-09-05,N
399,697,1,31,798.43,0.03,1992-05-23,N
400,278,1,39,8186.85,0.1,1993-04-25,A
400,635,2,38,7026.34,0.03,1994-05-21,R
401,477,1,45,7187.54,0.07,1992-02-04,R
402,193,1,20,1846.78,0.0,1994-10-20,R
403,24,1,5,9443.94,0.09,1992-02-18,R
404,302,1,35,7090.34,0.01,1992-12-13,N
404,449,2,12,7190.88,0.0,1998-11-08,A
405,338,1,19,3392.01,0.01,1995-09-25,N
406,760,1,1,7459.51,0.08,1994-05-24,A
406,477,2,39,8016.46,0.08,1996-05-05,R
406,170,3,41,1555.34,0.01,1993-05-03,A
406,311,4,43,1772.86,0.08,1995-07-18,A
406,468,5,19,5054.54,0.08,1998-02-07,N
407,227,1,1,9946.45,0.1,1994-05-18,N
408,265,1,32,1565.7,0.09,1995-07-14,A
408,583,2,7,3280.92,0.08,1992-05-21,A
409,392,1,25,2508.89,0.07,1993-07-16,N
409,535,2,17,2445.29,0.08,1996-08-20,R
409,525,3,47,553.18,0.06,1998-12-04,R
410,96,1,46,6655.14,0.02,1992-10-05,R
411,586,1,21,2526.38,0.07,1997-01-07,R
411,240,2,27,1579.19,0.01,1997-08-19,A
412,222,1,3,1531.49,0.02,1997-01-08,R
412,537,2,22,3600.05,0.0,1992-01-25,A
413,420,1,26,4518.97,0.07,1997-12-06,A
413,505,2,37,8995.98,0.08,1998-07-13,N
414,587,1,46,1183.08,0.0,1994-02-21,R
414,5,2,26,1303.23,0.06,1992-11-12,A
414,156,3,44,7542.01,0.05,1998-08-16,R
415,696,1,13,711.96,0.09,1992-01-06,R
416,768,1,21,4545.12,0.01,1995-01-04,R
416,392,2,12,3489.73,0.04,1996-05-06,R
417,55,1,13,9515.5,0.01,1995-04-06,A
417,777,2,45,4319.55,0.07,1997-07-05,A
418,337,1,32,2348.27,0.06,1993-06-22,R
418,349,2,12,5989.76,0.01,1992-04-18,A
419,750,1,34,5301.82,0.05,1993-07-01,R
419,683,2,42,299.03,0.1,1998-02-10,R
419,685,3,16,9244.75,0.01,1993-10-14,N
419,694,4,18,1378.38,0.0,1995-08-05,N
420,278,1,27,4476.4,0.0,1998-06-16,A
420,40,2,48,2844.78,0.1,1995-07-05,A
420,220,3,26,481.6,0.07,1997-10-23,R
421,143,1,8,4815.88,0.07,1995-10-12,A
422,627,1,24,7322.7,0.05,1995-11-19,A
422,172,2,10,1677.69,0.01,1994-10-19,A
423,529,1,14,7050.65,0.07,1993-09-26,A
423,660,2,37,2389.85,0.08,1995-12-08,R
423,482,3,46,4272.6,0.06,1997-02-20,N
424,692,1,44,5748.21,0.09,1998-08-16,N
424,180,2,35,3229.87,0.07,1997-02-21,R
424,530,3,1,5001.4,0.01,1993-02-22,A
425,375,1,16,218.2,0.01,1992-12-08,N
425,623,2,42,4267.38,0.04,1998-06-05,R
426,641,1,33,4049.43,0.06,1995-06-01,R
426,242,2,23,6513.6,0.08,1998-02-03,A
426,212,3,33,5798.69,0.04,1994-01-17,N
427,158,1,7,4157.86,0.07,1997-09-24,A
427,472,2,43,6463.6,0.1,1996-03-07,A
428,620,1,37,5206.1,0.03,1997-04-28,A
428,664,2,19,2529.11,0.01,1998-11-04,A
428,76,3,3,2660.33,0.09,1992-04-23,R
429,748,1,21,2381.68,0.03,1993-09-01,R
430,618,1,7,5073.87,0.1,1996-01-01,N
431,202,1,50,5150.77,0.03,1998-12-06,N
432,127,1,32,8679.21,0.06,1996-08-20,A
432,260,2,44,8613.01,0.01,1994-02-18,A
433,796,1,19,7824.2,0.07,1992-04-07,R
434,693,1,46,2858.39,0.03,1992-11-20,N
434,377,2,14,9967.64,0.06,1998-12-15,N
435,474,1,16,5528.93,0.03,1996-03-05,A
435,248,2,32,1218.42,0.05,1992-02-12,R
436,626,1,31,6801.58,0.04,1992-03-22,R
437,27,1,48,694.59,0.03,1997-08-23,R
438,780,1,49,7509.64,0.02,1997-09-23,A
439,387,1,36,7551.65,0.0,1995-02-03,A
440,441,1,10,5218.03,0.05,1994-09-05,N
440,417,2,9,2641.84,0.04,1993-05-13,R
440,78,3,14,8967.68,0.09,1992-02-12,R
440,24,4,14,5709.36,0.07,1995-07-12,A
441,691,1,30,8410.27,0.01,1995-09-01,N
442,483,1,30,198.91,0.0,1993-12-09,N
442,747,2,12,917.45,0.1,1995-04-18,N
443,186,1,10,4869.66,0.03,1998-03-07,A
444,664,1,49,5502.63,0.02,1996-12-06,R
444,113,2,24,8506.98,0.03,1996-03-01,A
444,391,3,15,9887.08,0.07,1997-08-16,A
445,770,1,41,9304.99,0.09,1993-09-12,R
445,205,2,27,5375.23,0.01,1998-01-04,N
446,369,1,10,9638.22,0.08,1997-02-10,A
446,588,2,9,1949.11,0.0,1998-08-24,N
447,88,1,50,386.92,0.04,1995-01-23,N
448,148,1,8,6276.81,0.08,1993-01-10,R
449,719,1,14,3866.08,0.05,1998-03-11,R
450,486,1,45,3468.4,0.08,1992-12-04,A
451,586,1,30,8297.95,0.04,1995-02-24,N
452,58,1,49,2446.1,0.08,1996-06-12,A
452,92,2,20,4961.28,0.09,1993-12-18,A
452,781,3,31,6596.44,0.08,1997-02-01,N
452,609,4,42,7356.85,0.04,1995-03-11,N
453,57,1,49,1965.87,0.05,1993-05-13,N
453,237,2,18,8856.48,0.01,1992-06-14,A
453,473,3,38,4768.08,0.1,1993-10-16,N
454,567,1,16,1282.06,0.04,1996-11-21,N
455,635,1,36,8757.57,0.03,1995-07-22,N
455,482,2,10,5137.78,0.1,1992-08-18,A
455,415,3,36,1940.94,0.08,1997-08-25,A
455,301,4,7,5554.27,0.1,1993-04-21,R
456,464,1,42,6737.58,0.05,1992-10-08,R
456,517,2,15,3306.99,0.07,1997-09-25,R
456,348,3,41,6376.42,0.0,1996-10-15,A
457,96,1,27,846.36,0.03,1996-12-28,R
457,526,2,9,8047.41,0.06,1992-08-15,N
457,718,3,28,3413.59,0.02,1996-03-26,A
458,439,1,13,6859.23,0.01,1996-12-20,R
459,792,1,43,257.73,0.09,1994-03-14,N
459,722,2,22,6335.33,0.1,1998-11-02,A
459,65,3,9,5258.14,0.07,1994-10-13,A
460,389,1,5,3650.13,0.09,1996-02-19,R
461,700,1,35,1516.79,0.0,1992-02-14,R
462,650,1,25,245.87,0.0,1998-03-19,R
462,76,2,36,3280.88,0.06,1998-02-09,R
462,624,3,27,3296.75,0.1,1994-06-01,A
463,202,1,1,4431.42,0.04,1996-07-02,N
464,196,1,21,7128.72,0.08,1997-08-09,N
465,743,1,6,2224.05,0.05,1998-11-17,R
465,627,2,24,8423.81,0.0,1997-04-18,N
465,432,3,35,2406.65,0.01,1994-07-16,N
466,627,1,4,9810.73,0.04,1993-10-15,A
466,545,2,1,1409.7,0.08,1998-03-25,R
467,592,1,50,3992.84,0.02,1996-05-12,A
468,377,1,7,741.57,0.1,1994-09-22,R
469,145,1,31,2061.66,0.06,1992-01-26,N
469,139,2,30,8517.68,0.04,1993-05-14,N
469,622,3,37,2883.34,0.1,1995-07-16,R
470,550,1,7,2925.31,0.01,1997-07-05,R
471,18,1,39,7292.11,0.02,1997-05-01,R
472,215,1,41,9104.21,0.1,1996-10-26,A
472,32,2,17,6282.93,0.02,1997-05-14,R
472,551,3,44,1585.85,0.04,1995-02-28,R
473,496,1,40,9328.91,0.03,1992-03-07,A
473,707,2,33,8676.65,0.04,1998-08-18,R
474,108,1,31,1211.53,0.04,1997-07-12,R
474,160,2,44,4313.81,0.01,1995-12-10,R
475,25,1,47,8789.47,0.01,1996-01-20,R
475,592,2,19,1048.62,0.1,1996-02-04,A
475,102,3,8,7319.37,0.01,1994-11-04,N
475,347,4,47,6241.46,0.09,1996-09-26,N
476,594,1,40,3855.8,0.04,1994-08-10,N
476,296,2,13,2535.41,0.06,1993-11-16,N
476,798,3,42,3512.91,0.07,1992-04-20,R
476,23,4,10,2936.67,0.07,1997-11-27,A
477,204,1,46,7716.48,0.01,1992-05-13,R
477,430,2,22,3527.29,0.1,1993-12-01,A
477,156,3,27,6441.31,0.03,1992-08-17,R
478,384,1,25,4736.36,0.05,1992-03-07,N
479,638,1,28,1358.01,0.06,1992-11-11,R
479,403,2,17,4779.2,0.07,1998-01-19,R
480,48,1,17,2354.64,0.0,1996-07-05,N
481,748,1,18,3350.05,0.08,1994-05-01,N
481,272,2,34,9984.63,0.0,1992-09-08,A
482,443,1,5,842.77,0.06,1998-09-12,R
483,721,1,40,8157.78,0.07,1993-05-07,R
483,356,2,21,2224.93,0.0,1992-03-13,R
484,46,1,6,5743.15,0.03,1994-03-20,R
485,100,1,31,1721.01,0.02,1993-10-16,A
485,91,2,40,9884.4,0.06,1997-11-16,R
485,400,3,28,1303.03,0.01,1995-10-11,A
485,452,4,47,8956.01,0.02,1995-04-20,A
486,160,1,37,4890.89,0.07,1994-08-07,N
487,153,1,22,3524.94,0.03,1996-10-28,A
487,420,2,3,4204.53,0.01,1994-06-11,A
487,116,3,16,7903.91,0.06,1998-05-17,N
488,147,1,23,2444.46,0.01,1995-09-05,R
488,141,2,6,9858.64,0.01,1994-07-26,N
488,343,3,12,6072.74,0.03,1997-10-05,A
489,628,1,43,804.14,0.03,1995-08-01,R
489,165,2,4,7353.85,0.01,1998-12-19,R
489,209,3,41,7965.34,0.08,1993-10-07,R
490,82,1,9,8529.47,0.03,1996-06-25,R
491,775,1,42,2087.63,0.07,1997-12-23,A
492,632,1,23,3888.61,0.07,1998-12-09,A
492,168,2,21,4786.33,0.01,1998-03-12,R
493,11,1,44,5843.23,0.05,1996-09-04,N
493,265,2,16,9341.52,0.09,1994-05-20,A
493,655,3,19,6614.55,0.08,1993-06-04,A
493,293,4,5,882.15,0.01,1997-06-13,A
494,770,1,45,8452.59,0.0,1992-06-21,N
495,557,1,12,6386.11,0.01,1995-05-04,N
495,397,2,3,6309.95,0.06,1994-03-18,N
496,686,1,30,936.27,0.1,1992-08-18,R
496,141,2,39,6898.71,0.01,1998-10-24,R
496,616,3,32,7246.6,0.03,1992-09-03,R
497,137,1,43,173.1,0.05,1993-06-22,N
497,500,2,41,1163.92,0.08,1998-06-04,R
497,440,3,18,3302.4,0.07,1992-11-27,N
498,20,1,10,7355.34,0.03,1996-11-17,N
499,427,1,20,5964.2,0.09,1993-03-19,A
499,591,2,26,3046.91,0.07,1992-05-07,R
499,313,3,50,912.42,0.0,1993-07-24,A
499,575,4,33,2932.44,0.08,1998-06-21,N
500,596,1,30,7260.04,0.01,1998-05-25,R
501,224,1,25,3661.58,0.0,1996-08-08,N
501,5,2,24,4335.64,0.01,1994-10-01,A
501,152,3,5,8051.95,0.04,1994-06-08,R
502,149,1,47,3512.49,0.09,1992-04-17,A
502,15,2,22,7610.73,0.0,1998-05-20,N
502,763,3,2,3112.81,0.06,1993-06-24,A
503,727,1,14,5482.83,0.08,1993-03-16,N
503,141,2,45,5385.28,0.05,1992-11-09,R
503,254,3,12,5051.74,0.08,1993-08-21,A
503,35,4,8,2042.5,0.01,1993-05-26,N
504,719,1,50,2915.4,0.0,1998-07-20,R
504,630,2,28,7609.05,0.03,1993-09-01,A
505,64,1,10,4185.17,0.1,1993-01-23,R
506,656,1,44,2867.29,0.05,1993-06-14,A
507,614,1,16,6248.31,0.01,1995-10-06,N
508,330,1,16,1852.18,0.0,1996-08-03,A
508,312,2,50,1921.52,0.1,1992-07-25,R
509,657,1,21,2695.22,0.09,1993-05-22,N
509,650,2,36,6532.48,0.09,1993-10-19,A
510,614,1,28,9569.21,0.04,1996-08-26,A
510,752,2,12,765.22,0.08,1993-01-01,R
510,667,3,31,2699.77,0.1,1998-06-19,A
510,134,4,48,9100.2,0.09,1993-10-08,N
511,86,1,1,3948.06,0.0,1998-02-08,R
511,307,2,45,7033.43,0.04,1998-08-03,R
512,737,1,2,9064.77,0.09,1997-08-21,N
512,202,2,49,2495.29,0.07,1994-12-25,R
512,273,3,4,932.61,0.07,1995-03-05,R
513,762,1,21,9780.3,0.09,1996-07-06,A
514,796,1,31,9825.7,0.04,1997-09-05,A
514,790,2,14,5697.35,0.1,1996-03-23,R
515,525,1,34,6717.42,0.04,1995-05-09,N
515,92,2,46,4812.79,0.08,1994-02-21,N
515,738,3,15,6408.23,0.09,1992-01-05,R
515,615,4,13,9379.5,0.04,1998-10-01,A
516,242,1,35,5545.44,0.05,1998-03-10,R
517,443,1,14,8330.52,0.05,1996-09-12,R
517,9,2,12,4593.39,0.03,1996-12-03,R
518,592,1,50,9806.57,0.1,1992-04-15,A
518,108,2,36,5120.17,0.01,1998-01-24,N
519,272,1,43,2230.17,0.06,1995-02-26,N
519,687,2,11,3966.64,0.0,1993-10-21,A
520,544,1,41,4042.18,0.1,1996-06-22,A
521,445,1,40,6099.98,0.04,1992-01-02,A
521,556,2,44,1627.58,0.0,1996-12-14,A
521,605,3,49,2366.17,0.04,1993-10-24,N
522,599,1,11,7578.21,0.02,1993-11-14,N
523,558,1,45,2966.47,0.07,1997-12-24,A
523,788,2,10,112.79,0.04,1998-06-11,R
523,744,3,13,4290.23,0.05,1996-11-08,A
523,619,4,15,1296.64,0.08,1997-12-10,N
523,51,5,45,9230.61,0.01,1998-05-17,R
523,389,6,44,7365.64,0.05,1996-07-27,A
524,416,1,1,2118.93,0.04,1994-08-17,A
524,291,2,26,3082.9,0.01,1997-04-18,N
525,470,1,2,8205.09,0.03,1997-03-20,A
525,673,2,37,1051.78,0.02,1995-05-23,A
526,503,1,42,1959.63,0.05,1996-04-06,A
527,145,1,20,6318.76,0.06,1997-07-14,A
528,149,1,5,4437.41,0.07,1992-04-22,R
528,160,2,29,557.02,0.09,1998-01-28,A
528,150,3,47,9898.09,0.04,1994-12-08,N
528,351,4,29,4551.24,0.03,1993-04-13,R
529,126,1,8,1886.91,0.06,1992-07-17,R
529,717,2,44,8262.57,0.1,1994-04-05,A
530,294,1,26,3251.96,0.01,1995-01-24,A
531,588,1,25,482.07,0.07,1992-11-06,A
532,271,1,23,8808.2,0.09,1992-04-14,R
533,22,1,37,4238.14,0.1,1994-07-02,N
533,322,2,39,3879.67,0.02,1995-06-05,N
533,201,3,27,578.29,0.03,1995-02-22,N
534,205,1,24,8602.61,0.02,1995-01-06,R
